Filename,t_ms,F0,ST,lead_ST,ST_diff,ST_jump,ST_jump_trial_mean,ST_jump_count,ST_jump_in_trial
file144,1370,162.156,8.368588878316341,8.221055468100335,-0.1475334102160062,0,0.0380952380952381,4,1
file144,1380,160.78,8.221055468100335,8.36527889372368,0.14422342562334478,0,0.0380952380952381,4,1
file144,1390,162.125,8.36527889372368,8.241179404213385,-0.1240994895102947,0,0.0380952380952381,4,1
file144,1400,160.967,8.241179404213385,8.30205429869244,0.060874894479054475,0,0.0380952380952381,4,1
file144,1410,161.534,8.30205429869244,8.212546878626666,-0.0895074200657735,0,0.0380952380952381,4,1
file144,1420,160.701,8.212546878626666,8.146922735893945,-0.06562414273272132,0,0.0380952380952381,4,1
file144,1430,160.093,8.146922735893945,7.9643980884987835,-0.1825246473951614,0,0.0380952380952381,4,1
file144,1440,158.414,7.9643980884987835,7.665004950836632,-0.29939313766215125,0,0.0380952380952381,4,1
file144,1450,155.698,7.665004950836632,7.424389400146658,-0.24061555068997453,0,0.0380952380952381,4,1
file144,1460,153.549,7.424389400146658,6.99483343420211,-0.42955596594454803,0,0.0380952380952381,4,1
file144,1470,149.786,6.99483343420211,6.018431502375237,-0.9764019318268726,0,0.0380952380952381,4,1
file144,1480,141.572,6.018431502375237,5.796532971854614,-0.22189853052062336,0,0.0380952380952381,4,1
file144,1490,139.769,5.796532971854614,3.2434766307042744,-2.5530563411503393,1,0.0380952380952381,4,1
file144,1500,120.605,3.2434766307042744,3.221356452834614,-0.022120177869660473,0,0.0380952380952381,4,1
file144,1510,120.451,3.221356452834614,8.618208632927578,5.396852180092964,1,0.0380952380952381,4,1
file144,1520,164.511,8.618208632927578,8.618208632927578,0,0,0.0380952380952381,4,1
file144,1530,164.511,8.618208632927578,8.618208632927578,0,0,0.0380952380952381,4,1
file144,1530,164.511,8.618208632927578,8.753328082003947,0.13511944907636853,0,0.0380952380952381,4,1
file144,1540,165.8,8.753328082003947,7.875759658199974,-0.8775684238039725,0,0.0380952380952381,4,1
file144,1550,157.605,7.875759658199974,7.609877332823085,-0.2658823253768894,0,0.0380952380952381,4,1
file144,1560,155.203,7.609877332823085,6.273708590079854,-1.3361687427432303,0,0.0380952380952381,4,1
file144,1570,143.675,6.273708590079854,6.619668680812626,0.34596009073277134,0,0.0380952380952381,4,1
file144,1580,146.575,6.619668680812626,6.068984222142522,-0.5506844586701041,0,0.0380952380952381,4,1
file144,1590,141.986,6.068984222142522,6.103942787458867,0.034958565316345336,0,0.0380952380952381,4,1
file144,1600,142.273,6.103942787458867,6.049342368105957,-0.05460041935291038,0,0.0380952380952381,4,1
