Filename,t_ms,F0
file147,1660,108.435
file147,1670,107.838
file147,1680,109.703
file147,1690,104.361
file147,1700,121.798
file147,1710,126.858
file148,790,261.81
file148,800,261.81
file148,810,246.064
file148,820,263.504
file148,830,263.504
file148,840,232.302
file148,850,199.53
file148,860,201.526
file148,870,199.519
file148,880,198.25
file148,890,197.584
file148,900,200.299
file148,910,197.773
file148,910,197.773
file148,920,196.179
file148,930,182.586
file148,940,189.26
file148,950,189.359
file148,960,187.424
file148,970,186.775
file148,980,186.17
file148,990,187.063
file148,1000,192.643
file148,1010,189.614
file148,1020,186.103
file148,1030,185.341
file148,1040,185.424
file148,1050,183.949
file148,1060,183.295
file148,1070,182.281
file148,1080,181.905
file148,1090,181.801
file148,1100,180.841
file148,1110,180.967
file148,1120,179.168
file148,1130,161.595
file148,1140,169.499
file148,1150,176.889
file148,1160,180.649
file148,1170,182.721
file148,1180,181.827
file148,1190,179.994
file148,1200,181.115
file148,1210,178.687
file148,1220,176.449
file148,1230,172.914
file148,1240,168.462
file148,1250,155.977
file148,1260,163.499
file148,1270,148.975
file148,1280,146.73
file148,1280,146.73
file148,1290,134.116
file148,1300,136.805
file148,1310,132.075
file148,1320,133.243
file148,1330,132.001
file148,1340,135.103
file148,1350,107.082
file148,1360,121.952
file148,1370,139.927
file148,1380,152.866
file148,1390,156.703
file148,1400,154.169
file148,1410,153.411
file148,1420,150.102
file148,1430,148.477
file148,1440,145.226
file148,1450,144.264
file148,1460,139.966
file148,1470,137.4
file148,1480,135.014
file148,1490,134.691
file148,1500,132.595
file148,1510,133.963
file148,1520,134.312
file148,1530,131.164
file148,1540,135.328
file148,1550,132.482
file148,1560,131.119
file148,1570,128.765
file148,1580,127.683
file148,1590,125.72
file148,1600,125.247
file148,1610,117.538
file148,1620,109.709
file148,1630,111.877
file148,1640,57.37
file148,1650,55.94
file148,1660,56.421
file148,1670,56.975
file148,1680,57.346
file148,1690,57.36
file148,1700,58.598
file148,1710,59.796
file149,880,146.969
file149,890,146.969
file149,900,146.969
file149,910,146.969
file149,920,146.969
file149,930,153.256
file149,940,192.978
file149,950,193.813
file149,960,194.035
file149,970,194.222
file149,980,195.18
file149,980,195.18
file149,990,196.204
file149,1000,184.138
file149,1010,192.873
file149,1020,194.64
file149,1030,193.27
file149,1040,193.665
file149,1050,190.918
file149,1060,189.893
file149,1070,192.936
file149,1080,194.521
file149,1090,190.112
file149,1100,190.091
file149,1110,187.954
file149,1120,186.693
file149,1130,184.274
file149,1140,182.248
file149,1150,181.76
file149,1160,181.594
file149,1170,181.423
file149,1180,182.275
file149,1190,156.848
file149,1200,178.624
file149,1210,179.783
file149,1220,184.356
file149,1230,181.15
file149,1240,175.076
file149,1250,176.333
file149,1260,169.668
file149,1270,168.133
file149,1280,160.587
file149,1290,166.462
file149,1300,165.562
file149,1310,160.199
file149,1320,153.461
file149,1330,139.328
file149,1330,139.328
file149,1340,141.489
file149,1350,151.256
file149,1360,140.28
file149,1370,130.751
file149,1380,135.062
file149,1390,142.079
file149,1400,150.681
file149,1410,160.451
file149,1420,167.682
file149,1430,161.369
file149,1440,152.235
file149,1450,151.293
file149,1460,150.755
file149,1470,150.415
file149,1480,149.32
file149,1490,147.773
file149,1500,144.736
file149,1510,140.45
file149,1520,136.607
file149,1530,132.432
file149,1540,128.527
file149,1550,125.376
file149,1560,125.676
file149,1570,120.294
file149,1580,115.149
file149,1590,119.58
file149,1600,121.608
file149,1610,121.262
file149,1620,117.426
file149,1630,114.937
file149,1640,112.55
file149,1650,105.856
file149,1660,116.899
file149,1670,103.812
file149,1680,109.202
file149,1690,108.882
file149,1700,111.121
file149,1710,110.221
file149,1720,112.158
file149,1730,110.78
file149,1740,110.78
file149,1750,110.78
file149,1760,110.78
file149,1770,110.78
file149,1780,110.78
file149,1790,110.78
file150,960,61.318
file150,970,60.712
file150,980,66.633
file150,990,67.733
file150,1000,67.468
file150,1010,63.124
file150,1020,61.321
file150,1030,61.117
file150,1040,58.668
file150,1050,57.1
file150,1060,57.771
file150,1070,59.044
file150,1080,60.806
file150,1090,59.636
file150,1100,57.925
file150,1110,54.651
file150,1120,218.322
file150,1130,211.731
file150,1140,208.231
file150,1150,211.993
file150,1160,206.389
file150,1170,203.488
file150,1180,202.098
file150,1190,198.634
file150,1200,196.865
file150,1200,196.865
file150,1210,194.466
file150,1220,191.757
file150,1230,190.69
file150,1240,189.604
file150,1250,189.137
file150,1260,187.551
file150,1270,184.391
file150,1280,182.243
file150,1290,179.141
file150,1300,174.135
file150,1310,169.234
file150,1320,171.778
file150,1330,168.823
file150,1340,167.675
file150,1350,166.465
file150,1360,172.177
file150,1370,164.306
file150,1380,164.314
file150,1390,160.863
file150,1400,160.199
file150,1410,156.517
file150,1420,157.923
file150,1430,154.289
file150,1440,151.042
file150,1450,149.544
file150,1460,144.902
file150,1470,140.292
file150,1480,137.243
file150,1490,137.786
file150,1500,136.472
file150,1510,128.083
file150,1520,133.815
file150,1530,123.991
file150,1530,123.991
file150,1540,138.46
file150,1550,139.304
file150,1560,139.304
file150,1570,141.813
file150,1580,123.612
file150,1590,122.362
file150,1600,116.6
file150,1610,114.221
file150,1620,109.471
file150,1630,109.471
file150,1640,66.729
file150,1650,65.685
file150,1660,65.105
file150,1670,63.479
file150,1680,136.328
file150,1690,159.8
file150,1690,159.8
file150,1700,159.319
file150,1710,145.814
file150,1720,136.603
file150,1730,133.175
file150,1740,133.435
file150,1750,130.052
file150,1760,124.661
file150,1770,123.297
file150,1780,117.954
file150,1790,111.723
file150,1800,114.735
file150,1810,113.721
file150,1820,112.931
file150,1830,110.017
file150,1840,110.965
file150,1850,110.096
file150,1860,118.75
file150,1870,107.353
file150,1880,106.623
file150,1890,98.801
file150,1900,90.035
file150,1910,81.866
file150,1920,74.558
file150,1930,77.413
file150,1940,73.714
file150,1950,58.41
file150,1960,59.386
file150,1970,60.848
file150,1980,57.516
file150,1990,56.461
file150,2000,55.263
file150,2010,53.872
file150,2020,54.588
file150,2030,53.484
file150,2040,52.831
file150,2050,52.774
file150,2060,53.282
file150,2070,53.539
file150,2080,55.436
file150,2090,55.386
file151,940,66.324
file151,950,61.622
file151,960,60.595
file151,970,60.124
file151,980,59.767
file151,990,56.169
file151,1000,56.976
file151,1010,56.628
file151,1020,56.433
file151,1030,58.266
file151,1040,59.775
file151,1050,60.933
file151,1060,57.105
file151,1070,256.287
file151,1080,225.469
file151,1090,201.486
file151,1100,205.699
file151,1110,207.667
file151,1120,209.831
file151,1120,209.831
file151,1130,209.28
file151,1140,206.159
file151,1150,207.372
file151,1160,204.998
file151,1170,203.423
file151,1180,201.221
file151,1190,202.021
file151,1200,200.712
file151,1210,198.369
file151,1220,195.686
file151,1230,193.986
file151,1240,194.266
file151,1250,190.665
file151,1260,191.659
file151,1270,188.747
file151,1280,186.656
file151,1290,186.325
file151,1300,187.945
file151,1310,187.518
file151,1320,186.318
file151,1330,187.955
file151,1340,185.616
file151,1350,185.427
file151,1360,186.077
file151,1370,184.957
file151,1380,183.214
file151,1390,181.847
file151,1400,182.345
file151,1410,182.25
file151,1420,180.961
file151,1430,170.098
file151,1440,177.849
file151,1450,175.793
file151,1460,169.396
file151,1470,163.884
file151,1480,163.959
file151,1480,163.959
file151,1490,168.375
file151,1500,167.13
file151,1510,167.561
file151,1520,169.887
file151,1530,168.643
file151,1540,165.504
file151,1550,162.382
file151,1560,153.534
file151,1570,145.722
file151,1580,136.983
file151,1590,143.868
file151,1600,146.417
file151,1610,142.746
file151,1620,149.605
file151,1630,150.652
file151,1640,135.963
file151,1640,135.963
file151,1650,173.234
file151,1660,210.866
file151,1670,170.922
file151,1680,169.304
file151,1690,164.425
file151,1700,167.426
file151,1710,156.69
file151,1720,146.692
file151,1730,143.692
file151,1740,140.117
file151,1750,138.212
file151,1760,134.183
file151,1770,130.782
file151,1780,129.09
file151,1790,123.607
file151,1800,122.431
file151,1810,117.036
file151,1820,105.785
file151,1830,113.503
file151,1840,112.662
file151,1850,103.907
file151,1860,110.82
file151,1870,121.282
file151,1880,121.256
file151,1890,115.157
file151,1900,109.217
file151,1910,112.414
file151,1920,109.417
file151,1930,107.405
file151,1940,108.077
file151,1950,111.448
file151,1960,110.518
file151,1970,110.72
file151,1980,113.335
file151,1990,112.131
file151,2000,107.475
file151,2010,110.46
file151,2020,110.737
file151,2030,107.526
file151,2040,106.478
file151,2050,107.315
file151,2060,105.32
file151,2070,107.254
file151,2080,109.005
file151,2090,106.804
file152,850,240.566
file152,860,255.276
file152,870,255.276
file152,880,255.276
file152,890,255.276
file152,900,255.276
file152,910,258.042
file152,920,258.042
file152,930,258.042
file152,940,258.042
file152,950,232.243
file152,960,232.243
file152,970,232.243
file152,980,232.243
file152,990,232.243
file152,1000,223.97
file152,1010,196.996
file152,1020,195.543
file152,1030,198.355
file152,1040,200.182
file152,1050,200.603
file152,1060,201.757
file152,1070,196.646
file152,1080,197.332
file152,1080,197.332
file152,1090,194.359
file152,1100,191.303
file152,1110,189.009
file152,1120,185.904
file152,1130,186.022
file152,1140,183.716
file152,1150,182.764
file152,1160,180.465
file152,1170,173.916
file152,1180,180.271
file152,1190,178.479
file152,1200,176.586
file152,1210,174.572
file152,1220,173.028
file152,1230,178.778
file152,1240,174.87
file152,1250,172.712
file152,1260,171.44
file152,1270,167.511
file152,1280,166.573
file152,1290,165.792
file152,1300,164.916
file152,1310,163.579
file152,1320,162.097
file152,1330,161.03
file152,1340,158.982
file152,1350,155.475
file152,1360,149.848
file152,1370,148.979
file152,1380,143.413
file152,1390,142.194
file152,1400,126.153
file152,1410,136.276
file152,1410,136.276
file152,1420,139.926
file152,1430,138.772
file152,1440,137.161
file152,1450,134.633
file152,1460,132.562
file152,1470,128.888
file152,1480,116.753
file152,1490,125.862
file152,1500,140.263
file152,1510,138.886
file152,1520,141.958
file152,1530,140.847
file152,1540,141.595
file152,1550,175.649
file152,1560,175.649
file152,1560,175.649
file152,1570,175.649
file152,1580,182.43
file152,1590,150.548
file152,1600,144.351
file152,1610,140.544
file152,1620,142.697
file152,1630,131.718
file152,1640,127.646
file152,1650,128.353
file152,1660,124.051
file152,1670,125.212
file152,1680,124.208
file152,1690,118.543
file152,1700,119.179
file152,1710,115.252
file152,1720,113.21
file152,1730,110.731
file152,1740,110.977
file152,1750,105.307
file152,1760,107.046
file152,1770,106.556
file152,1780,57.557
file152,1790,61.661
file153,900,268.468
file153,910,268.468
file153,920,268.468
file153,930,246.084
file153,940,211.14
file153,950,230.203
file153,960,230.203
file153,970,230.203
file153,980,230.203
file153,990,230.203
file153,1000,230.203
file153,1010,230.203
file153,1020,230.203
file153,1030,230.203
file153,1040,229.537
file153,1050,213.621
file153,1060,218.359
file153,1070,218.304
file153,1080,217.788
file153,1090,217.348
file153,1100,214.763
file153,1110,211.72
file153,1120,206.837
file153,1120,206.837
file153,1130,199.013
file153,1140,195.75
file153,1150,195.171
file153,1160,197.164
file153,1170,197.067
file153,1180,198.132
file153,1190,196.643
file153,1200,194.035
file153,1210,190.553
file153,1220,182.781
file153,1230,190.081
file153,1240,188.404
file153,1250,189.469
file153,1260,190.232
file153,1270,190.403
file153,1280,192.856
file153,1290,192.535
file153,1300,190.343
file153,1310,191.109
file153,1320,188.733
file153,1330,189.011
file153,1340,188.214
file153,1350,185.97
file153,1360,185.44
file153,1370,184.449
file153,1380,183.575
file153,1390,183.017
file153,1400,181.371
file153,1410,178.975
file153,1420,171.443
file153,1430,174.224
file153,1440,170.591
file153,1450,166.705
file153,1460,160.922
file153,1470,159.227
file153,1470,159.227
file153,1480,160.289
file153,1490,156.982
file153,1500,163.308
file153,1510,163.094
file153,1520,160.531
file153,1530,157.484
file153,1540,153.03
file153,1550,148.481
file153,1560,133.875
file153,1570,119.85
file153,1580,119.753
file153,1590,121.393
file153,1600,137.286
file153,1610,141.719
file153,1620,152.491
file153,1630,171.266
file153,1630,171.266
file153,1640,171.266
file153,1650,170.887
file153,1660,156.668
file153,1670,148.509
file153,1680,144.854
file153,1690,142.506
file153,1700,152.037
file153,1710,141.706
file153,1720,137.727
file153,1730,137.115
file153,1740,135.672
file153,1750,133.662
file153,1760,133.337
file153,1770,130.139
file153,1780,127.293
file153,1790,125.47
file153,1800,120.858
file153,1810,116.268
file153,1820,113.809
file153,1830,110.095
file153,1840,113.71
file153,1850,102.865
file153,1860,104.624
file153,1870,113.464
file153,1880,115.057
file153,1890,111.671
file153,1900,106.383
file153,1910,111.255
file153,1920,110.001
file153,1930,105.85
file153,1940,110.279
file153,1950,110.747
file153,1960,110.991
file153,1970,111.741
file153,1980,112.439
file153,1990,111.523
file153,2000,109.28
file153,2010,108.339
file153,2020,109.458
file153,2030,107.321
file153,2040,104.334
file153,2050,104.808
file153,2060,104.64
file153,2070,107.578
file153,2080,106.25
file153,2090,107.025
file153,2100,103.662
file153,2110,109.64
file153,2120,109.162
file153,2130,108.887
file154,910,232.184
file154,920,232.184
file154,930,220.49
file154,940,238.89
file154,950,238.89
file154,960,238.89
file154,970,238.89
file154,980,238.89
file154,990,238.89
file154,1000,238.89
file154,1010,238.89
file154,1020,238.89
file154,1030,238.89
file154,1040,243.448
file154,1050,207.829
file154,1060,189.973
file154,1070,186.866
file154,1080,192.524
file154,1090,194.043
file154,1100,193.113
file154,1110,191.175
file154,1120,190.285
file154,1130,187.71
file154,1130,187.71
file154,1140,183.303
file154,1150,180.674
file154,1160,179.339
file154,1170,178.671
file154,1180,176.511
file154,1190,174.358
file154,1200,175.285
file154,1210,173.437
file154,1220,171.483
file154,1230,171.154
file154,1240,168.171
file154,1250,167.906
file154,1260,168.621
file154,1270,168.483
file154,1280,167.223
file154,1290,165.482
file154,1300,171.633
file154,1310,161.922
file154,1320,163.353
file154,1330,161.225
file154,1340,160.811
file154,1350,160.515
file154,1360,160.737
file154,1370,159.889
file154,1380,158.009
file154,1390,158.221
file154,1400,157.089
file154,1410,155.834
file154,1420,154.098
file154,1430,154.048
file154,1440,152.108
file154,1450,147.43
file154,1460,139.85
file154,1470,140.867
file154,1480,137.752
file154,1480,137.752
file154,1490,142.864
file154,1500,143.129
file154,1510,143.315
file154,1520,143.199
file154,1530,142.095
file154,1540,140.718
file154,1550,134.857
file154,1560,123.907
file154,1570,123.026
file154,1580,140.315
file154,1590,135.724
file154,1600,132.049
file154,1610,126.376
file154,1620,144.052
file154,1630,153.225
file154,1640,127.368
file154,1640,127.368
file154,1650,169.781
file154,1660,175.411
file154,1670,149.005
file154,1680,147.193
file154,1690,147.897
file154,1700,149.087
file154,1710,141.613
file154,1720,137.679
file154,1730,135.257
file154,1740,134.212
file154,1750,131.451
file154,1760,128.829
file154,1770,126.059
file154,1780,121.711
file154,1790,117.424
file154,1800,114.028
file154,1810,113.328
file154,1820,112.956
file154,1830,108.333
file154,1840,106.452
file154,1850,99.615
file154,1860,53.468
file154,1870,57.208
file154,1880,56.907
file154,1890,56.92
file154,1900,57.295
file154,1910,54.395
file154,1920,51.394
file154,1930,51.09
file154,1940,52.165
file154,1950,53.842
file154,1960,54.178
file154,1970,54.092
file154,1980,54.601
file154,1990,55.224
file154,2000,53.227
file154,2010,110.181
file154,2020,109.175
file154,2030,106.94
file154,2040,104.295
file154,2050,109.493
file154,2060,108.577
file154,2070,110.198
file154,2080,105.798
file154,2090,105.755
file154,2100,103.861
file154,2110,98.934
file155,1160,213.558
file155,1170,213.558
file155,1180,212.679
file155,1190,195.13
file155,1200,195.13
file155,1210,195.13
file155,1220,195.13
file155,1230,195.13
file155,1240,195.13
file155,1250,195.13
file155,1260,195.13
file155,1270,195.13
file155,1280,195.13
file155,1290,204.771
file155,1300,211.16
file155,1310,212.142
file155,1320,198.685
file155,1330,202.47
file155,1340,203.84
file155,1350,209.563
file155,1360,209.267
file155,1370,209.255
file155,1380,208.085
file155,1380,208.085
file155,1390,204.531
file155,1400,204.078
file155,1410,198.192
file155,1420,197.427
file155,1430,195.605
file155,1440,195.56
file155,1450,193.092
file155,1460,191.91
file155,1470,188.816
file155,1480,187.328
file155,1490,180.998
file155,1500,176.292
file155,1510,180.86
file155,1520,175.944
file155,1530,176.385
file155,1540,175.407
file155,1550,190.003
file155,1560,172.161
file155,1570,173.414
file155,1580,172.28
file155,1590,170.286
file155,1600,168.952
file155,1610,170.688
file155,1620,170.772
file155,1630,170.672
file155,1640,170.109
file155,1650,170.136
file155,1660,169.427
file155,1670,165.87
file155,1680,158.849
file155,1690,165.35
file155,1700,160.84
file155,1710,156.527
file155,1720,151.897
file155,1730,135.786
file155,1730,135.786
file155,1740,147.765
file155,1750,149.152
file155,1760,152.772
file155,1770,153.394
file155,1780,151.297
file155,1790,150.05
file155,1800,147.695
file155,1810,145.922
file155,1820,118.339
file155,1830,119.611
file155,1840,138.566
file155,1850,139.653
file155,1860,141.228
file155,1870,128.459
file155,1880,160.393
file155,1890,144.651
file155,1890,144.651
file155,1900,154.005
file155,1910,179.777
file155,1920,155.492
file155,1930,149.44
file155,1940,142.611
file155,1950,143.58
file155,1960,138.616
file155,1970,138.627
file155,1980,136.704
file155,1990,134.563
file155,2000,132.111
file155,2010,130.917
file155,2020,128.679
file155,2030,124.717
file155,2040,123.929
file155,2050,118.349
file155,2060,114.664
file155,2070,111.513
file155,2080,110.513
file155,2090,101.429
file155,2100,110.71
file155,2110,121.624
file155,2120,117.401
file155,2130,122.84
file155,2140,109.723
file155,2150,109.467
file155,2160,109.792
file155,2170,106.447
file155,2180,110.067
file155,2190,112.82
file155,2200,112.149
file155,2210,114.227
file155,2220,111.081
file155,2230,114.676
file155,2240,111.717
file155,2250,111.373
file155,2260,109.661
file155,2270,112.528
file155,2280,109.919
file155,2290,111.255
file155,2300,109.302
file155,2310,111.644
file155,2320,106.571
file156,820,198.569
file156,830,198.569
file156,840,198.569
file156,850,198.569
file156,860,198.569
file156,870,198.569
file156,880,198.569
file156,890,197.293
file156,900,177.257
file156,910,174.525
file156,920,175.865
file156,930,173.568
file156,940,171.425
file156,950,169.77
file156,960,169.262
file156,970,168.481
file156,980,168.081
file156,990,167.822
file156,1000,167.684
file156,1010,166.254
file156,1020,164.321
file156,1030,163.28
file156,1040,162.173
file156,1050,166.582
file156,1060,161.754
file156,1060,161.754
file156,1070,160.837
file156,1080,160.758
file156,1090,158.005
file156,1100,158.388
file156,1110,155.912
file156,1120,154.597
file156,1130,153.419
file156,1140,144.206
file156,1150,152.207
file156,1160,153.254
file156,1170,152.276
file156,1180,152.072
file156,1190,153.298
file156,1200,149.653
file156,1210,148.715
file156,1220,148.407
file156,1230,147.924
file156,1240,146.331
file156,1250,144.999
file156,1260,142.944
file156,1270,141.513
file156,1280,144.562
file156,1290,142.75
file156,1300,142.301
file156,1310,140.365
file156,1320,139.077
file156,1330,137.686
file156,1340,134.14
file156,1350,133.559
file156,1360,128.226
file156,1370,130.202
file156,1370,130.202
file156,1380,128.723
file156,1390,133.201
file156,1400,132
file156,1410,132.629
file156,1420,137.505
file156,1430,132.651
file156,1440,130.39
file156,1450,127.797
file156,1460,126.055
file156,1470,126.249
file156,1480,121.679
file156,1490,118.352
file156,1500,117.767
file156,1510,117.191
file156,1520,117.149
file156,1530,113.807
file156,1540,114.423
file156,1550,112.043
file156,1560,113.172
file156,1570,112.73
file156,1580,112.443
file156,1590,113.376
file156,1600,113.677
file156,1610,114.354
file156,1620,111.781
file156,1630,109.886
file156,1640,106.838
file156,1650,104.472
file156,1660,103.007
file156,1670,104.333
file156,1680,102.781
file156,1690,102.987
file156,1700,107.042
file156,1710,105.759
file156,1720,105.196
